GID_GRUMP	GEONAMEIDS	ASCIINAMES	GEONAME_POP	GRUMP_POP
68366	1462711	Vijayapura	31558	28661
68367	3584003	"Puerto El Triunfo"	19074	19691
68370	1262240	Nagari	25933	50855
68376	1253952|1263707|1264037	Malpe|Manipala|Udipi	167609	121486
68382	1254420	Tiptur	60957	51939
68385	1620371	"Ban Bueng"	23509	14179
68398	2413753	Brikama	77700	64661
68399	1272473	"Dod Ballapur"	78676	69997
68414	1267739	Karkal	25374	24542
68417	2436400	Ati	24074	23643
68421	2360238	Gourcy	16765	16173
68430	380151	"Ad Dindar"	15144	18157
68442	1260674	Palmaner	42179	45167
68455	3577887|3748726	"Kingstown|Kingstown Park"	42512	34355
68457	379003	"El Obeid"	393311	357364
68458	368277|371760	Kosti|Rabak	480349	92380
68459	1254025	Turuvekere	14115	11927
68463	366847	Sinja	44626	57481
68464	339823	Debark'	24700	18665
68465	1254342	Thiruthani	39899	37644
68472	1262562	Mulbagal	47462	43210
68479	1266305	Kolar	126441	110524
68510	1684577|1706889|1725397	Bigaa|Legaspi|Tagas	209283	69079
68512	3374036	Bridgetown	98511	260826
68513	3618929	Jinotega	51073	37298
68514	1831797	Battambang	150444	159757
68515	1256435	Sholinghur	28645	26113
68517	2359608	Kaya	39229	36354
68525	1262672	Mudbidri	30632	24503
68533	1278471	Arakkonam	79080	75975
68536	1563281	"Tuy Hoa"	69596	112826
68537	3619194	Esteli	96422	84234
68539	2354176	Tougan	17590	14830
68542	3616234	Somotillo	15385	12258
68562	2445488	Dosso	49750	47052
68563	2322911	Sokoto	563861	396770
68565	2345094	Daura	25289	68381
68569	1265591	Kunigal	33273	29406
68574	366426	Tandalti	27275	39067
68578	1270239	Hassan	128531	115135
68580	2428228	Massakory	15406	14414
68583	2441482	Magaria	19419	19275
68584	340358	Dabat	11544	11343
68590	1685755	Sorsogon	82730	19943
68595	73560	Lahij	23375	26424
68596	2334802	Katsina	432149	378614
68597	343386	Assab	21300	16584
68598	1258109|1277320	Bangarapet|Robertsonpet	178007	176502
68600	1149698|1605467	"Phetchaburi|Tha Yang"	89203	81135
68601	2353688	Yako	22904	18879
68611	1255630	Sriperumbudur	17253	12067
68613	1264514	Magadi	27213	24437
68614	1270800	Gudiyatham	93973	110052
68616	3617069	"Rio Blanco"	17018	10803
68619	1259892	Peranampattu	43124	86309
68628	1257698	Sakleshpur	24931	22738
68631	3617708	Matagalpa	109089	72319
68638	364706	"Umm Ruwaba"	55742	123681
68639	1274640	Channarayapatna	37681	32240
68640	363533	Zalingei	28687	47860
68641	1253286|1259292|1267456	Katpadi|Pudur|Vellore	204921	234518
68642	2328952	Nguru	111014	89587
68644	2249782	Kolda	58809	49573
68655	1252997|1278432	Arcot|Walajapet	82199	179976
68667	1253888|1262546|1263780|1277201	Bantval|Mangalore|Mulki|Ullal	531381	771742
68668	1150246|1150275|1151340|1153081|1155139|1605118|1606588|1606590|1606638|1607508|1607532|1607983|1608048|1608133|1608534|1609350|1609395|1609899|1611110|1613769|1614295|1614465|1619363|1619369|1619423|1619434|1619602|1620875|1620919	"Ban Bang Kadi Pathum Thani|Bang Bo District|Bang Bua Thong|Bangkok|Bang Kruai|Bang Lamung|Bang Pa-in|Bang Pakong|Ban Phaeo|Ban Pong|Ban Rangsit|Chon Buri|Kanchanaburi|Khlong Luang|Krathum Baen|Mueang Nonthaburi|Nakhon Pathom|Pak Kret|Pathum Thani|Phattha"	7652282	9532411
68670	2341656	Gashua	125817	98972
68674	1268159	Kanchipuram	155029	149917
68675	2454530	Koulikoro	23919	33844
68679	2253901	Bignona	26237	30863
68684	1262266	Nagamangala	16760	15133
68692	1252998	Wallajahbad	10543	10763
68697	1269985	"Hole Narsipur"	28285	26569
68708	1253454|1254331|1254436|1257749|1259400|1259409|1260692|1261835|1263034|1263968|1264527|1270787|1274394|1278130|1278840|1279064|1465595|1465622|1465825|1465828|1465910	"Alandur|Ambattur|Avadi|Chennai|Chetput|Chinnasekkadu|Guduvancheri|Madambakkam|Madipakkam|Manali|Minjur|Naravarikuppam|Pallavaram|Perungudi|Ponneri|Poonamalle|Porur|Saint Thomas Mount|Tinnanur|Tiruvallur|Vandalur"	5662814	7687194
68711	415189	Aden	550602	268093
68714	1259124	Puttur	53331	45385
68717	2354265	Toma	12401	11594
68720	1278393	Arkalgud	15802	14564
68730	1265555	Kuppam	19854	18671
68731	3620350	"Ciudad Dario"	13318	14954
68733	1278815	Ambur	109873	98050
68734	1609610	Klaeng	55619	49881
68736	2357163	Nouna	29048	19031
68743	1258744	Ramanagaram	93528	76136
68749	1278609	Anekal	36693	14649
68751	1831125	"Kampong Thom"	19951	43837
68753	378699	"An Nuhud"	108008	84723
68754	1278454	Arani	62858	60723
68758	1252758|1261539|1264010|1269934|1269936|1273123|1277333	Bangalore|Devanhalli|Hoskote|Hosur|Malur|Nelamangala|Yelahanka	5450056	3088158
68766	1265852	Krishnarajpet	24289	21077
68767	1254322	Cheyyar	36527	34847
68772	2361845	Bousse	15868	18274
68773	2361946	Boulsa	17489	11497
68778	1274641	Channapatna	66647	63006
68784	1253437	Vaniyambadi	90288	83795
68793	2334674	Kazaure	13169	10582
68794	2340091	Gumel	42742	20061
68802	1274430	Chengalpattu	65689	39126
68804	1606386|1607017|1620254	"Ban Chang|Rayong|Sattahip"	200385	187807
68809	336014	Gondar	153914	202721
68811	1253623	Uttiramerur	24315	26501
68815	2334756	"Kaura Namoda"	69725	55973
68817	1279061	Alangayam	17357	17630
68818	1586896	"Buon Ma Thuot"	146975	156149
68823	1264592	Maddur	28141	26108
68831	2353257	Ziniare	12703	11287
68841	2455558|2460596	Bamako|Kati	1340203	1299609
68843	2243940	Ziguinchor	159778	211639
68850	1255482	Sulya	18950	17531
68852	2250645	Kedougou	17922	14748
68862	1268189	Kanakapura	50752	46267
68868	1273272	Denkanikota	19358	19093
68884	1264520	Madurantakam	29743	62315
68888	3619267|3620381|3620390	"Chichigalpa|Chinandega|El Viejo"	213028	172281
68893	1259434	Polur	26290	25221
68902	1263814	Mandya	134845	130875
68906	3620269	Corinto	19183	10833
68907	1265863	Krishnagiri	66419	64856
68909	1253452	Vandavasi	31530	29125
68911	1830564	Kratie	19975	20192
68915	332746	Korem	30633	22079
68918	2418596	Koundara	13990	13683
68921	1268834	Jolarpettai	40959	126311
68929	3620674	Boaco	29046	19683
68937	2428231	Massaguet	17906	16390
68938	1265451	Kushalnagar	14961	12891
68955	3577154|3577277|3577284	Angochi|Babijn|Oranjestad	100067	87380
68956	2361477	Dedougou	45341	38976
68958	2344217	"Dutsin Ma"	12595	10240
68959	2347059	"Birnin Kebbi"	108164	91973
68960	2339631	Hadejia	110753	96059
68966	1264540	Madikeri	33540	31977
68969	1309611	Myeik	173298	136967
68970	3618030	Leon	144538	133291
68975	1267385	Kaverippattanam	14208	14515
68979	1605601|1609278|1609858|1611269	"Chanthaburi|Khlung|Laem Sing|Tha Mai"	151616	139291
68988	3620544	Camoapa	16653	12978
68991	2434985	Bokoro	14723	13884
68993	1264136	Malavalli	38129	72633
68997	2454268	Koutiala	99353	142593
69000	1689510	"San Jose"	118807	10056
69001	2356228	Reo	37535	27665
69003	2342192	Gambaru	84672	73946
69010	1268015	Kannangad	68450	63260
69013	3618411	"La Paz Centro"	23481	18972
69016	1277255	Bannur	25455	22575
69018	1151063|1153807	"Cha-am|Pran Buri"	96668	119394
69021	1259535	Piriyapatna	16099	14215
69029	2357048	Ouagadougou	1086505	486139
69030	1256421|1260553|1262321	Mysore|Pandavapura|Shrirangapattana	911291	608786
69033	1269873	Hunsur	47644	43009
69036	1260793	Palakkodu	19630	18133
69037	1274429	Chengam	23904	22622
69055	3617522	Nagarote	26270	20414
69077	1271199	Gingee	21530	20439
69090	1605279	Trat	21590	20194
69091	1831167	"Kampong Chhnang"	75244	46468
69092	2358946	Koudougou	87347	78400
69093	2353197	Zorgo	23892	19045
69096	2336237	Jega	73495	15362
69103	1260407	Papparappatti	11617	11354
69110	1254444	Tindivanam	69839	66402
69132	1263564	Marakkanam	19734	16320
69142	2355404	Salanso	10385	11259
69143	2359317	Kokologo	25958	24669
69144	2427637	Mongo	27763	23035
69145	1254327	Tiruvannamalai	138243	128619
69147	1572151	"Nha Trang"	283441	313397
69155	2358738	Koupela	32052	20645
69157	1253132	Virarajendrapet	15976	13661
69176	2339937	Gusau	226857	192858
69178	3617095	Rama	20456	15858
69179	2375254	Bafata	22521	26126
69185	1266267	Kollegal	56497	51313
69192	1261910	Nanjangud	50243	59834
69202	1259916	Pennagaram	15758	14490
69209	1272847	Dharmapuri	66017	64245
69215	1259994	Payyannur	70069	67315
69219	344923	"Adis Zemen"	22522	19068
69235	2229798|2427123	Kousseri|N'Djamena	1156628	777236
69236	3618908	Juigalpa	54731	41675
69237	1253217	Vettavalam	13808	12783
69241	3616349	"Santo Tomas"	14809	11398
69249	2359227	Kombissiri	30137	13494
69250	2360886	"Fada N'gourma"	33910	30771
69251	2361373	Diapaga	26013	11347
69284	376450	Dilling	37113	67023
69288	332288	Lalibela	11152	10812
69290	1253177	Vikravandi	10449	11863
69293	329586	Robit	20679	18940
69305	1831173	"Kampong Cham"	61750	65095
69318	1257178	Sargur	10983	10918
69325	2435124	Bitkine	18495	16858
69337	3619853	"El Crucero"	16469	58539
69342	1254377	Tirukkoyilur	28337	26612
69345	1584071	"Da Lat"	197000	105580
69356	1263331	Mattanur	45521	42897
69357	1253166	Villupuram	97380	107504
69363	1274821	Chamrajnagar	67992	59375
69369	326206	Werota	26813	19919
69393	2444489	Gaya	33051	30258
69398	2335204	Kano	3626068	2274741
69404	1586350	"Cam Ranh"	146771	85953
69407	2374775	Bissau	388028	292382
69419	2392837	Malanville	37117	32102
69427	378459	"Ar Ruseris"	28862	39110
69428	339686	"Debre Tabor"	32659	39801
69453	1260406|1274987	Cannanore|Pappinisseri	96861	357291
69454	3616035|3616064|3616682|3617723|3617725|3617763|3618926|3619136|3620168|3620170|3828262	"Ciudad Sandino|Diriamba|Diriomo|Granada|Jinotepe|Managua|Masatepe|Masaya|San Marcos|Ticuantepe|Tipitapa"	1522411	840168
69455	3616594	"San Rafael del Sur"	29836	22137
69458	2331447	Maiduguri	1112449	902232
69465	1270686	Gundlupet	27197	24068
69468	2433055	Dourbali	17682	16241
69475	2360615	Garango	29076	39510
69485	2354675	Tenkodogo	37658	32138
69486	2427036	Ngama	12438	11366
69491	2331005	Malumfashi	70709	61680
69493	220782	Tadjoura	22193	11023
69497	1717911	Catbalogan	68081	10356
69514	380174	Ad-Damazin	186051	104933
69515	1260448	Panruti	56586	58741
69516	3617513	Nandaime	20810	16216
69519	2362150	Boromo	13157	15677
69524	1268376	Kallakkurichchi	40449	35587
69530	338554	Dubti	26370	21596
69537	1263101	Mettur	56743	79025
69545	2345521	Damaturu	46000	115151
69566	1254780|1262566|1264403	Mahe|Mulappilangad|Thalassery	158414	338612
69568	2324767	Potiskum	86002	16243
69571	1269449	Jalakandapuram	14529	14727
69573	1709632	"Kalibo (poblacion)"	56845	49320
69577	1262302	Nadapuram	39512	58082
69578	3617459	"Nueva Guinea"	52929	29558
69580	2348595	Azare	105687	100392
69583	1151074	"Prachuap Khiri Khan"	33521	25769
69592	2358100	Manga	15173	14227
69596	1259425|1261532|1273802	Cuddalore|Nellikkuppam|Puducherry	430403	778207
69619	3629576|3629614	"Punta Cardon|Punto Fijo"	190710	175740
69622	1274146	"Chinna Salem"	20111	19199
69624	1268327	Kalpetta	29602	28985
69629	1278023	Badagara	76493	73579
69630	1257629|1261049|1269792	Ilampillai|Omalur|Salem	802405	793337
69631	1278173	Attur	58702	58260
69653	1269819	Idappadi	51642	47812
69662	1830468	"Koh Kong"	33134	23918
69676	342884	"Bahir Dar"	168899	242171
69677	1691444	"Roxas City"	102688	66939
69678	223817	Djibouti	623891	482058
69682	1278622	Anthiyur	20436	38356
69684	343409	Asaita	20342	21594
69698	1264041	Mallur	10524	53540
69701	1571067	"Phan Rang-Thap Cham"	91520	163021
69706	1278182	Attayyampatti	13627	36226
69726	2342490	Funtua	136811	119629
69728	2347954	Bama	118121	95207
69729	1265504	Kurinjippadi	23017	221202
69730	3670745	Riohacha	92431	71555
69734	1821306|1821935	"Phnom Penh|Ta Khmau"	1625610	1050322
69735	2360073	Hounde	36593	27789
69740	1262284	Naduvattam	11674	11213
69741	1256989	Sathyamangalam	34011	92464
69746	1264047	Mallasamudram	18820	18356
69747	1258386	Rasipuram	48950	100305
69753	380148	"El Daein"	264734	113678
69755	1262040	Namagiripettai	22098	19707
69763	380757	"Abu Jibeha"	21790	37598
69782	3617052	Rivas	30293	31118
69784	2414545	Tougue	25531	45892
69785	1831133	"Kampong Speu"	33231	44998
69787	1266038	Kotagiri	28848	26975
69788	1270947	Gobichettipalayam	57527	54125
69794	2415703	Siguiri	43601	25378
69799	2459775	Bougouni	35450	36555
69805	1255640	Srimushnam	12364	13196
69817	1253080|1259917	Pennadam|Vriddhachalam	79160	143327
69818	1274256	Chidambaram	58650	66705
69826	3675657	Maicao	130348	106940
69827	1252887|1253993	Ooty|Wellington	118492	160997
69828	1254385	Tiruchengode	87123	158967
69829	3645213	Coro	195227	149307
69830	1262034	Nambiyur	16126	15643
69837	1259222	"Punjai Puliyampatti"	15066	13775
69866	1272013|1276037	Bhavani|Erode	187014	273529
69870	1566559|1570549	"Phu Khuong|Tay Ninh"	84422	199171
69873	2418362	Labe	58649	57283
69877	2395317	Banikoara	22487	18845
69879	1259855	Perundurai	17488	16843
69890	345353	"Addiet Canna"	22946	15372
69898	2451185	Sikasso	144786	123428
69908	1254367	Tirumullaivasal	13234	13452
69924	1256027|1263103|1267869	Karamadai|Mettupalayam|Sirumugai	118198	112235
69925	1259896	Perambalur	30799	29032
69926	1256075	Sirkazhi	33100	68107
69934	1269102	Jayamkondacholapuram	32217	30472
69942	1262039	Namakkal	55997	52006
69992	1265873|1271888|1276378	Beypore|Ferokh|Kozhikode	540902	602845
69995	1274422	Chennimalai	16268	59530
69996	1695743|1696041	Palo|Panalanoy	206624	86036
70002	2356454	Po	17924	17137
70005	3573703	Scarborough	17000	38466
70006	2362344	Bobo-Dioulasso	360106	335779
70010	2361586	Dano	11153	11919
70012	225284	"Ali Sabieh"	40074	12092
70014	1254043	Turaiyur	32134	30567
70015	1278405	Ariyalur	29144	27232
70045	1263694	Manjeri	89201	56143
70049	2393693	Kandi	109701	32653
70052	339219	Dese	136056	218887
70057	2358382	Leo	26884	21446
70059	333373	Kombolcha	93605	85518
70060	1266387	Kodumudi	13053	18473
70062	1263247	Mayiladuthurai	86660	90032
70063	1694498	Passi	42794	14746
70069	1821993	"Svay Rieng"	23956	10831
70083	2303287	Bawku	56830	73819
70090	2225991	Mora	55216	20067
70096	1254348|1278124	Avinashi|Tiruppur	421848	380226
70101	1253278	Velur	18951	43852
70110	2317765	Zaria	975153	823544
70113	245338	"Am Timan"	28885	29832
70114	379102	"Al Mijlad"	19997	31979
70119	1268095	Kangayam	31364	54642
70125	373141	Kadugli	87666	96348
70126	1263661	Mannarakkat	50921	55586
70132	1260697	Palladam	31935	28367
70135	1697018	Ormoc	191200	27222
70144	2416443	Pita	20052	16345
70151	1724435	Bogo	23562	48069
70171	1821940|1822906	"Phumi Veal Sre|Takeo"	888201	32306
70172	3621841	"San Jose"	31430	27118
70174	2361342	Diebougou	12732	12440
70177	1584661	"Cu Chi"	75000	30554
70190	2577164	Orodara	18632	16727
70196	2422924	Boke	15460	43433
70199	1267648	Karur	76915	119295
70208	1262380|1265723	Kulittalai|Musiri	57031	52941
70212	1692817	Pototan	10195	10519
70218	1254346	Tirur	54934	53455
70219	1254321|1260417|1265683|1279318	Aduthurai|Kumbakonam|Papanasam|Thiruvidaimaruthur	181717	258601
70221	1571058	"Phan Thiet"	160652	136014
70237	1255484|1256184|1259878|1264524|1269690|1273865	Coimbatore|Irugur|Madukkarai|Periyanayakkanpalaiyam|Singanallur|Sulur	1090449	913585
70239	1278090	Ayyampettai	14702	43661
70241	2414926	Telimele	30311	11739
70242	3682374|3689162	Barrancas|Fonseca	40859	38774
70245	3480908|3629965	"La Asuncion|Porlamar"	122204	333567
70246	1253504	Valangaiman	11550	16972
70257	2367164	Dapaong	33324	55537
70259	1265163	Lalgudi	20916	21258
70266	1254590	Thiruvaiyaru	14451	14473
70315	1259411	Ponnani	105512	79270
70325	2302821	Bolgatanga	54430	70428
70326	1254589|1267887	Karaikal|Thiruvarur	138430	462848
70327	1256432	Shoranur	42694	40928
70328	1261008	Ottappalam	50913	59081
70329	1260728	Palakkad	132728	163563
70335	2422442	Dabola	13057	14381
70346	1272873	Dharapuram	72291	63683
70357	2226275	Mokolo	275239	21291
70375	333356	Kemise	23861	12958
70377	1253481|1254649	Thanjavur|Vallam	234506	215898
70391	3667849|3667918|3668332|3670513|3671497|3671950|3673220|3675595|3682238|3689147|3689235	"Baranoa|Barranquilla|Galapa|Malambo|Palmar de Varela|Polonuevo|Puerto Colombia|Sabanagrande|Santo Tomas|Sitionuevo|Soledad"	2016907	1887122
70392	337712	"Finote Selam"	23463	18991
70393	1254388	Tiruchirappalli	775484	1093221
70397	1696942|1711005	Iloilo|Oton	402076	410391
70402	1585660	"Cho Dok"	70239	81559
70408	1565022|1566083|1587923	"Bien Hoa|Ho Chi Minh City|Thu Dau Mot"	3965548	5634417
70418	1259440	Pollachi	88214	86580
70436	2418437	Kouroussa	14223	10911
70437	1263659	Mannargudi	63148	60272
70454	3623076	Liberia	45380	35434
70456	3670502	Sabanalarga	68535	57975
70458	2417795	Mandiana	10609	20223
70461	1831142	Sihanoukville	156691	66048
70465	1831112	Kampot	22691	52197
70467	3675826	Luruaco	13236	12441
70472	2391455	Tanguieta	19833	16850
70485	2362909	Banfora	60288	74535
70486	2346995	Biu	95005	76629
70487	2228373	Maroua	319941	252279
70497	1263952	Manapparai	36926	35360
70504	1278692	Anaimalai	16131	15922
70530	3646382	Carupano	112082	173546
70531	3639725	Gueiria	40000	12490
70533	1253944	Udumalaippettai	58571	59209
70537	3665934	Villanueva	18699	11138
70566	1265579|1270603|1274468	Chavakkad|Guruvayur|Kunnamkulam	123330	203271
70567	1253328	Vedasandur	12493	10741
70569	1567069	"Tan An"	64801	94424
70590	1269782	Iluppur	12471	11564
70627	1680007|1683800|1692489|1701500|1713706|1713857|1724933|1729085|1729564	"Bacolod City|Bago City|Binonga|Eustaquio Lopez|Mansilingan|Pulupandan|Saravia|Taloc|Victorias"	1311028	581143
70630	3668605|3671615|3682292|3683233|3686279|3689759	"Aracataca|Cienaga|El Reten|Fundacion|Puebloviejo|Santa Marta"	636395	368404
70639	1264523	Madukkur	15631	14229
70641	3670874	Repelon	18685	12416
70649	2280589	Tengrela	39277	20274
70656	3672093	Pivijay	33492	25872
70670	1267867	Karambakkudi	12371	12145
70689	3675512	Manati	14140	15559
70704	342190	Bichena	16411	14189
70712	3665935	Villanueva	12791	14939
70722	1586151	"Cao Lanh"	63770	87339
70732	1254187	Trichur	325110	411653
70734	1260671|1278100	Ayakudi|Palani	90205	88735
70743	64435	Berbera	242344	127857
70744	1260040	Pattukkottai	67982	64835
70757	3669929	"San Estanislao"	12596	26471
70764	3625965|3629706|3631878	"Moron|Puerto Cabello|Tucacas"	230808	245862
70769	1581052	"Ha Tien"	40000	12974
70809	2335727	Kaduna	1582102	1450241
70810	2334008	Kontagora	98754	93193
70811	2419992	Kankan	114009	107282
70812	1719053	Canlaon	44851	17295
70813	3667780|3687758	"Campo de la Cruz|Suan"	33184	51105
70815	2417833	Mamou	41619	54597
70816	1575627	"Long Xuyen"	158153	253417
70818	1259297	Pudukkottai	112118	51459
70820	1708226	"La Carlota"	41157	57658
70826	1269693	Irinjalakuda	29208	28714
70827	1279059	Alangudi	10617	10837
70828	1253330	Vedaraniyam	32245	37184
70832	1681602	Toledo	156916	27106
70835	3622190	Quesada	27310	23897
70841	2365190	Sansanne-Mango	37748	32736
70842	1253472	Valparai	90353	44752
70843	1272543	Dindigul	200797	196440
70844	1278204	Adirampattinam	27909	60769
70845	1574023	"My Tho"	122310	190076
70852	2221030	Yagoua	80235	61542
70860	3644768	Cumana	257783	158684
70862	339708	"Debre Mark'os"	59920	74140
70863	1562414	"Vung Tau"	209683	184633
70867	3666304|3678186	"La Paz|Valledupar"	321486	197667
70868	3633009	Maracaibo	2225000	1953590
70879	3668655	"Santa Lucia"	15760	13894
70906	2392601	Natitingou	80892	67251
70907	2340451	Gombe	250258	238242
70908	1266452	"Kizhake Chalakudi"	49330	48282
70910	1568212	Sadek	60073	80273
70912	2577162	Gaoua	25104	17600
70913	2434910	Bongor	27770	29004
70918	1259890	Peravurani	21663	20451
70938	2347470	Bauchi	316149	301172
70969	2329821	Mubi	225705	187457
70997	3666575|3666577|3668472|3687238|3689570	"Arjona|Cartagena|Santa Rosa|Turbaco|Turbana"	1079439	564825
70999	1153557	Chumphon	55835	66565
71001	1266425	Kodaikanal	35021	24848
